hs_link,hs_name,hs_city,hs_state,player_link,player_name,pos,nfl_team,year_min,year_max
high_schools.cgi?id=4d6e694c,Shanley Catholic,Fargo,ND,/players/A/ArnoDa00.htm,Dan Arnold,WR,"NOR,ARI",2018,2020
high_schools.cgi?id=4d6e694c,Shanley Catholic,Fargo,ND,/players/M/McGoCo00.htm,Connor McGovern,OG,"DEN,NYJ",2017,2020
high_schools.cgi?id=93be31e1,Lincoln,Mott,ND,/players/L/LincDa20.htm,Dave Lince,TE,PHI,1966,1967
high_schools.cgi?id=93bced73,Parshall,Parshall,ND,/players/H/HedbRa00.htm,Randy Hedberg,QB,TAM,1977,1977
high_schools.cgi?id=0704a5a7,Bismarck Century,Bismarck,ND,/players/W/WentCa00.htm,Carson Wentz ,QB,PHI,2016,2020
high_schools.cgi?id=93c05b39,Rock Springs,Rock Springs,ND,/players/S/SyvrJ.20.htm,J.J. Syvrud,LB,NYJ,1999,1999
high_schools.cgi?id=93bfc6d2,Fargo,Fargo,ND,/players/R/RothCl20.htm,Cliff Rothrock,C,CHR,1947,1947
high_schools.cgi?id=93be59e5,University,Grand Forks,ND,/players/M/MacMSt20.htm,Stu MacMillan,G-C,CLE,1931,1931
high_schools.cgi?id=93be1b3e,Fessenden,Fessenden,ND,/players/L/LechEd20.htm,Ed Lechner,G-T,NYG,1942,1942
high_schools.cgi?id=93bcb980,Oakes,Oakes,ND,/players/H/HansPh20.htm,Phil Hansen,DE,BUF,1991,2001
high_schools.cgi?id=93bc216f,Milnor,Milnor,ND,/players/G/GainCh21.htm,Charlie Gainor,DE,CRD,1939,1939
<<<<<<< HEAD
=======
high_schools.cgi?id=93c03ffa,New Rockford,New Rockford,ND,/players/S/SteiLa20.htm,Larry Steinbach,T-G,"CHI,CRD,PHI",1930,1933
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93bf9c97,Ellendale,Ellendale,ND,/players/R/RetzPe00.htm,Pete Retzlaff ,E-HB-TE,PHI,1956,1966
high_schools.cgi?id=93be5761,Minot,Minot,ND,/players/M/MackJa20.htm,Jack Mackenroth,C,DET,1938,1938
high_schools.cgi?id=93bde5fe,Carrington,Carrington,ND,/players/K/KleiJi00.htm,Jim Kleinsasser,TE-FB,MIN,1999,2011
high_schools.cgi?id=93b98d04,Central,Grand Forks,ND,/players/B/BollBr00.htm,Brooks Bollinger,QB,"NYJ,MIN,DAL",2004,2008
high_schools.cgi?id=f9dc56b7,Williston,Williston,ND,/players/Q/QvalBr01.htm,Brent Qvale,T,"NYJ,HOU",2014,2020
high_schools.cgi?id=93c01249,Bishop Ryan,Minot,ND,/players/S/SlatMa20.htm,Mark Slater,C,"SDG,PHI",1978,1983
high_schools.cgi?id=93bf2d7f,Cando,Cando,ND,/players/O/OsboDa00.htm,Dave Osborn ,RB,"MIN,GNB",1965,1976
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/M/MorgJo01.htm,Joe Morgan,WR,NOR,2012,2015
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/C/CornRe99.htm,Reggie Corner,DB,BUF,2008,2011
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/P/PeteKe21.htm,Kenny Peterson,DT-DE,"GNB,DEN",2003,2009
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/D/DossMi20.htm,Mike Doss,DB,"IND,MIN,CIN",2003,2008
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/E/EverTy20.htm,Tyler Everett,DB,CHI,2006,2006
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/M/MartJa01.htm,Jamar Martin ,FB,"DAL,MIA,NYJ",2003,2006
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/G/GrimJo00.htm,John Grimsley,LB,"HOU,MIA",1984,1993
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/S/SnowPe20.htm,Percy Snow,LB,"KAN,CHI",1990,1993
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/E/ElliRa20.htm,Ray Ellis,DB,"PHI,CLE",1981,1987
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/G/GrimEd20.htm,Ed Grimsley,LB,IND,1987,1987
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/L/LewiSi20.htm,Sid Lewis,DB,NYJ,1987,1987
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/R/RiveGa21.htm,Garland Rivers,DB,CHI,1987,1987
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/O/ObroMi20.htm,Mike Obrovac,T-G,CIN,1981,1983
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/R/RomaNi20.htm,Nick Roman,DE,"CIN,CLE",1970,1974
<<<<<<< HEAD
=======
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/F/FontWa20.htm,Wayne Fontes ,DB,NYT,1962,1962
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/K/KompJo20.htm,John Kompara,DT,LAC,1960,1960
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/S/SedlRo20.htm,Robert Sedlock,T,BUF,1960,1960
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/M/MotlMa00.htm,Marion Motley,FB-LB,"CLE,PIT",1946,1955
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/P/PopaEl20.htm,Eli Popa,LB,CRD,1952,1952
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/D/DuggJa20.htm,Jack Dugger,T-DE,"BUF,DET,CHI",1946,1949
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/F/FifeRa20.htm,Ralph Fife,G,"CRD,PIT",1942,1946
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/G/GiftWa20.htm,Wayne Gift,QB,RAM,1937,1937
<<<<<<< HEAD
=======
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/G/GibsBu20.htm,Butch Gibson ,G-T,NYG,1930,1934
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/B/BrodHa20.htm,Hal Broda,E,CLE,1927,1927
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/S/SpecDu20.htm,Dutch Speck,G-C-T,"CAN,AKR",1920,1926
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/Z/ZerbHa20.htm,Harold Zerbe,E,CAN,1926,1926
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/S/StraDu20.htm,Dutch Strassner,E,CAN,1925,1925
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/R/RateEd20.htm,Ed Rate,BB,MIL,1923,1923
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/H/HopkTe20.htm,Ted Hopkins,E,COL,1921,1922
high_schools.cgi?id=93b95c35,McKinley,Canton,OH,/players/S/SmitMa23.htm,Marv Smith,TB,CAN,1921,1921
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/C/ClarFr01.htm,Frank Clark ,DE,"SEA,KAN",2015,2020
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/E/ElliJa02.htm,Jayrone Elliott,LB,"GNB,DAL,PIT",2014,2020
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/G/GinnTe00.htm,Ted Ginn Jr.,WR,"MIA,SFO,CAR,ARI,NOR,CHI",2007,2020
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/H/HardJu01.htm,Justin Hardee,DB,NOR,2017,2020
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/H/HenrWi00.htm,Willie Henry ,DT,"BAL,SFO",2017,2020
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/L/LattMa01.htm,Marshon Lattimore ,CB,NOR,2017,2020
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/W/WorlCh00.htm,Chris Worley,OLB,CIN,2018,2018
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/B/BryaC.00.htm,C.B. Bryant,FS,"STL,ARI",2014,2016
<<<<<<< HEAD
=======
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/J/JoneCa01.htm,Cardale Jones,QB,BUF,2016,2016
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/W/WhitDo20.htm,Donte Whitner,DB,"BUF,SFO,CLE,WAS",2006,2016
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/W/WynnSh00.htm,Shane Wynn,WR,JAX,2016,2016
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/C/ColeDa00.htm,Davon Coleman,DT,DAL,2014,2015
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/N/NewsJo00.htm,Jonathan Newsome,OLB,IND,2014,2015
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/B/BrowBr01.htm,Bryant Browning,G,"CAR,CLE",2011,2012
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/F/FletDo00.htm,Donnie Fletcher,CB,NYJ,2012,2012
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/M/MoldAn99.htm,Antwaun Molden,DB,"HOU,NWE,JAX",2008,2012
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/H/HineJe00.htm,Jermale Hines,DB,"CAR,IND",2011,2011
<<<<<<< HEAD
=======
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/C/ChamCh00.htm,Chris Chambers,WR,"MIA,SDG,KAN",2001,2010
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/S/SmitTr02.htm,Troy Smith,QB,"BAL,SFO",2007,2010
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/W/WoodPi20.htm,Pierre Woods,LB,"NWE,BUF",2006,2010
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/G/GunnMa20.htm,Mark Gunn,DT-DE,"NYJ,PHI",1991,1996
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/B/BishRi20.htm,Richard Bishop ,DE-NT,"NWE,MIA,RAM",1976,1983
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/R/RobiMi20.htm,Mike Robinson,DE,CLE,1981,1982
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/F/FrieBe20.htm,Benny Friedman,TB-DB,"CLE,DET,NYG,BKN",1927,1934
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/M/MielSa20.htm,Saul Mielziner,C-G-T-LB,"NYG,BKN",1929,1934
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/G/GreeDo23.htm,Donn Greenshields,T,BKN,1932,1933
high_schools.cgi?id=93b96bfa,Glenville,Cleveland,OH,/players/L/LewiFr20.htm,Franklin Lewis,FB,CLE,1931,1931
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/C/ConlGa00.htm,Gareon Conley ,CB,"OAK,HOU",2017,2019
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/S/SmitDe04.htm,Devin Smith,WR,"NYJ,DAL",2015,2019
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/C/CrabSh99.htm,Shawn Crable,DE,NWE,2010,2010
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/A/AlleAn20.htm,Andy Alleman,G,"MIA,KAN",2008,2009
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/S/SpieCh00.htm,Chris Spielman,LB,"DET,BUF",1988,1997
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/H/HannTo20.htm,Tom Hannon,DB,MIN,1977,1984
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/L/LukeSt20.htm,Steve Luke,DB,GNB,1975,1980
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/S/SpenWi00.htm,Willie Spencer,RB,"MIN,NYG",1976,1978
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/F/FranDe00.htm,Dennis Franklin,WR,DET,1975,1976
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/F/FostWi20.htm,Will Foster ,LB,NWE,1973,1974
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/H/HousJi00.htm,Jim Houston,LB-DE,CLE,1960,1972
<<<<<<< HEAD
=======
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/V/VogeBo00.htm,Bob Vogel,T,BAL,1963,1972
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/A/AlleJe00.htm,Gerry Allen,RB,"BAL,WAS",1966,1969
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/B/BrowCh22.htm,Charlie Brown,DB-HB,"CHI,BUF",1966,1968
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/G/GillHo00.htm,Horace Gillom,E-DE,CLE,1947,1956
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/J/JameTo00.htm,Tommy James,DB-HB,"DET,CLE,BAL",1947,1956
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/H/HousWa21.htm,Walt Houston,G,WAS,1955,1955
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/H/HousLi20.htm,Lin Houston,G,CLE,1946,1953
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/C/CardFr20.htm,Fred Cardinal,B,NYY,1947,1947
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/R/RodeBe20.htm,Ben Roderick,B,"BUF,CAN",1923,1927
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/N/NelsDo20.htm,Don Nelson,T-C,"CAN,HAM",1926,1926
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/S/StuhHa20.htm,Harry Stuhldreher,TB,BRL,1926,1926
high_schools.cgi?id=93b85b15,Washington,Massillon,OH,/players/R/ReesDa20.htm,Dave Reese,E,DAY,1920,1923
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/D/DaniJa01.htm,James Daniels,C,CHI,2018,2020
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/H/HerrDa00.htm,Dan Herron,RB,"CIN,IND,BUF",2012,2015
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/M/MannMa01.htm,Mario Manningham,WR,"NYG,SFO",2008,2014
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/B/BurgPr99.htm,Prescott Burgess,LB,BAL,2007,2011
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/R/RuckCh00.htm,Chris Rucker,DB,IND,2011,2011
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/H/HerrDa99.htm,David Herron,LB,"MIN,KAN,SDG",2007,2010
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/S/StriKo00.htm,Korey Stringer,T,MIN,1995,2000
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/D/DaniLe20.htm,LeShun Daniels,G,MIN,1997,1997
<<<<<<< HEAD
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/D/DaviTr21.htm,Travis Davis ,NT,"NOR,IND",1990,1991
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/A/ArnoDa20.htm,David Arnold,DB,PIT,1989,1989
=======
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/B/BrowJo00.htm,Joey Browner,DB,"MIN,TAM",1983,1992
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/D/DaviTr21.htm,Travis Davis ,NT,"NOR,IND",1990,1991
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/A/ArnoDa20.htm,David Arnold,DB,PIT,1989,1989
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/B/BrowKe24.htm,Keith Browner,LB,"TAM,RAI,SFO,SDG",1984,1988
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/B/BrowAa21.htm,Aaron Brown,LB,"TAM,PHI,ATL",1978,1987
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/B/BrowRo24.htm,Ross Browner,DE,"CIN,GNB",1978,1987
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/K/KollBi20.htm,Bill Kollar,DE-NT-DT,"CIN,TAM",1974,1981
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/B/BrowJi21.htm,Jim Browner,DB,CIN,1979,1980
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/W/WarfPa00.htm,Paul Warfield,WR-SE,"CLE,MIA",1964,1977
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/C/CarrJo21.htm,Joe Carroll,LB,OAK,1972,1973
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/B/BrutJi20.htm,Jim Brutz,T,CHR,1946,1948
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/R/RiffCh20.htm,Charley Riffle,G,"RAM,NYY",1944,1948
high_schools.cgi?id=93b89d7e,Warren G. Harding,Warren,OH,/players/C/ChicJo20.htm,John Chickerneo,B-LB,NYG,1942,1942
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/H/HoyeBr00.htm,Brian Hoyer ,QB,"NWE,ARI,CLE,HOU,CHI,SFO,IND",2009,2020
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/J/JoneDr00.htm,Dre'Mont Jones,DL,DEN,2019,2020
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/R/RyanJa00.htm,Jake Ryan,OLB,"GNB,JAX",2015,2019
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/F/FoxxDa00.htm,Dan Fox,LB,NYG,2014,2014
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/B/BellJa20.htm,Jacob Bell,G,"TEN,STL",2004,2011
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/G/GonzAn00.htm,Anthony Gonzalez,WR,IND,2007,2011
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/H/HovaCh20.htm,Chris Hovan,DT,"MIN,TAM",2000,2009
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/B/BentLe00.htm,LeCharles Bentley,G-C,NOR,2002,2005
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/H/HaddDr00.htm,Drew Haddad,WR,"IND,BUF",2002,2004
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/R/RagoDa00.htm,Dave Ragone,QB,HOU,2003,2003
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/O/OLeaDa20.htm,Dan O'Leary,TE,"BUF,NYG,PIT",2001,2002
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/G/GizzCh20.htm,Chris Gizzi,LB,GNB,2000,2001
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/L/LuckOl00.htm,Oliver Luck,QB,HOU,1983,1986
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/D/DowlBr00.htm,Brian Dowling,QB,"NWE,GNB",1972,1977
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/K/KantJo00.htm,Joe Kantor,HB,WAS,1966,1966
high_schools.cgi?id=93b93753,St. Ignatius,Cleveland,OH,/players/E/EckeEd20.htm,Ed Ecker,DT-T,"CHI,CHR,GNB,WAS",1947,1952
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/S/SyndJe00.htm,Jeff Sydner,WR,"PHI,NYJ",1992,1995
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/F/FowlDe20.htm,Dennis Fowlkes,LB,"MIN,MIA",1983,1987
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/M/MarsJi00.htm,Jim Marshall,DE,"CLE,MIN",1960,1979
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/C/CaseBe00.htm,Bernie Casey,HB-FL-TE-WR,"SFO,RAM",1961,1968
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/M/MoorAl01.htm,Alex Moore,RB,DEN,1968,1968
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/W/WillBi00.htm,Bill Willis,DG-G,CLE,1946,1953
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/B/BailJi20.htm,Jim Bailey,G,CHH,1949,1949
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/J/JoseRe20.htm,Red Joseph,E,"DAY,PRT,CLE",1927,1931
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/H/HarrDu20.htm,Dud Harris,T,PRT,1930,1930
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/J/JoseZi20.htm,Zip Joseph,E-G-C,DAY,1925,1927
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/M/MulbJo20.htm,Joe Mulbarger,T-G,COL,1920,1926
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/E/EichRa20.htm,Ray Eichenlaub,FB,COL,1925,1925
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/I/IsabWi20.htm,Wilmer Isabel,TB-HB,COL,1923,1924
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/A/AtchBu20.htm,Burl Atcheson,E,COL,1922,1922
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/S/StevMa23.htm,Mark Stevenson,G-C,COL,1922,1922
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/Z/ZiegPa20.htm,Paul Ziegler ,B,COL,1922,1922
high_schools.cgi?id=93b8a8e3,East,Columbus,OH,/players/H/HarlCh20.htm,Chic Harley,WB-HB,CHI,1921,1921
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/B/BakeJe00.htm,Jerome Baker,OLB,MIA,2018,2020
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/L/LaynJu00.htm,Justin Layne,CB,PIT,2019,2020
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/G/GoodNa00.htm,Najee Goode,ILB,"TAM,PHI,IND,JAX",2012,2019
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/R/RobeMi01.htm,Michael Roberts ,TE,DET,2017,2018
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/M/MrucSc20.htm,Scott Mruczkowski,C,SDG,2005,2011
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/Z/ZeleJo00.htm,Joe Zelenka,TE-C,"SFO,WAS,JAX,ATL",1999,2011
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/M/MrucGe20.htm,Gene Mruczkowski,G,"NWE,MIA",2004,2007
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/M/MarsDa20.htm,David Marshall,LB,"CLE,MIA",1984,1987
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/G/GoodJo20.htm,John Goode,TE,"STL,PHI",1984,1985
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/M/MoriTo20.htm,Tom Moriarty,DB,"ATL,PIT",1977,1981
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/W/WashAl20.htm,Al Washington,LB,NYJ,1981,1981
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/W/WoodMi20.htm,Mike Woods,LB,BAL,1979,1981
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/M/MoriPa20.htm,Pat Moriarty,RB,CLE,1979,1979
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/S/SczuSt20.htm,Stan Sczurek,LB,"CLE,NYG",1963,1966
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/K/KuchFr20.htm,Frank Kuchta,LB-C,"WAS,DEN",1958,1960
high_schools.cgi?id=93bc5cad,Benedictine,Cleveland,OH,/players/N/NollCh20.htm,Chuck Noll,LB-G-C,CLE,1953,1959
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/J/JeteGa20.htm,Gary Jeter,DE-DT,"NYG,RAM,NWE",1977,1989
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/J/JoneCl00.htm,Clint Jones,RB,"MIN,SDG",1967,1973
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/K/KamiLa00.htm,Larry Kaminski,C,DEN,1966,1973
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/E/ElweJa00.htm,Jack Elwell,WR,STL,1962,1962
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/L/LawrDo20.htm,Don Lawrence,DT-T-G,WAS,1959,1961
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/D/DiscTo20.htm,Tony Discenzo,T,"BUF,BOS",1960,1960
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/V/VoytEd20.htm,Ed Voytek ,G,WAS,1957,1958
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/C/CampJo20.htm,Joe Campanella ,LB-DT-T,"DTX,BAL",1952,1957
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/M/MutrCh20.htm,Chet Mutryn,HB-DB,"BUF,BCL",1946,1950
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/G/GaulFr20.htm,Frank Gaul,T,NYY,1949,1949
<<<<<<< HEAD
=======
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/P/ProkEd20.htm,Eddie Prokop,B,"NYY,CHR",1946,1949
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/A/ArmsGr20.htm,Graham Armstrong ,T,"RAM,BUF",1941,1948
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/P/ProkJo20.htm,Joe Prokop,HB,CHR,1948,1948
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/S/SavaOl20.htm,Ollie Savatsky,E,RAM,1937,1937
high_schools.cgi?id=93b899bc,Cathedral Latin,Cleveland,OH,/players/B/BelaBi20.htm,Bill Belanich,T-E,DAY,1927,1929
high_schools.cgi?id=93b88f51,Moeller,Cincinnati,OH,/players/H/HubbSa00.htm,Sam Hubbard,DE,CIN,2018,2020
high_schools.cgi?id=93b88f51,Moeller,Cincinnati,OH,/players/R/RushMa00.htm,Marcus Rush,DE,JAX,2016,2016
high_schools.cgi?id=93b88f51,Moeller,Cincinnati,OH,/players/J/JoneGr02.htm,Greg Jones,LB,"NYG,JAX",2011,2012
high_schools.cgi?id=93b88f51,Moeller,Cincinnati,OH,/players/T/TennMa20.htm,Matt Tennant,C,"NOR,PHI",2010,2012
