hs_link,hs_name,hs_city,hs_state,player_name,pos,nfl_team,year_min,year_max
high_schools.cgi?id=93bb946e,Cherokee,Marlton,NJ,Dennis Norman,C-T,"SEA,JAX,SDG",2003,2009
high_schools.cgi?id=93bb946e,Cherokee,Marlton,NJ,Doug Easlick,RB,MIA,2004,2004
high_schools.cgi?id=93bb946e,Cherokee,Marlton,NJ,Tom Knight,DB,"ARI,BAL",1997,2003
high_schools.cgi?id=93bb946e,Cherokee,Marlton,NJ,Mike Devlin,C-G,"BUF,ARI",1993,1999
high_schools.cgi?id=93bc4dcc,Winslow Township,Atco,NJ,Ka'lial Glaud,LB,TAM,2013,2014
high_schools.cgi?id=93bc4dcc,Winslow Township,Atco,NJ,Shonn Greene,RB,"NYJ,TEN",2009,2014
high_schools.cgi?id=93bc4dcc,Winslow Township,Atco,NJ,Jeromy Miles,DB,"CIN,BAL",2010,2014
high_schools.cgi?id=93bc4dcc,Winslow Township,Atco,NJ,Julian Talley ,WR,NYG,2013,2014
high_schools.cgi?id=93bedc4d,Red Bank Regional,Little Silver,NJ,Eric McCoo,RB,PHI,2004,2004
high_schools.cgi?id=93bedc4d,Red Bank Regional,Little Silver,NJ,Danny Stubbs,DE-LB,"SFO,DAL,CIN,PHI,MIA",1988,1998
high_schools.cgi?id=93bedc4d,Red Bank Regional,Little Silver,NJ,Greg Montgomery ,P,"HOU,DET,BAL",1988,1997
high_schools.cgi?id=93bedc4d,Red Bank Regional,Little Silver,NJ,John Lee ,DE,"SDG,NWE",1976,1981
high_schools.cgi?id=93bb463d,Henry P. Becton,East Rutherford,NJ,Walt Szot,DT-T,"CRD,PIT",1946,1950
high_schools.cgi?id=93bb463d,Henry P. Becton,East Rutherford,NJ,Al Kanya,T-E,SIS,1931,1932
high_schools.cgi?id=93bb463d,Henry P. Becton,East Rutherford,NJ,Ernie Cuneo,G,"TOR,BKN",1929,1930
high_schools.cgi?id=93bb463d,Henry P. Becton,East Rutherford,NJ,Steven Hamas,FB-WB,TOR,1929,1929
high_schools.cgi?id=93bfc0d1,Holy Spirit,Absecon,NJ,Joe Callahan,QB,GNB,2017,2017
high_schools.cgi?id=93bfc0d1,Holy Spirit,Absecon,NJ,William Green,RB,CLE,2002,2005
high_schools.cgi?id=93bfc0d1,Holy Spirit,Absecon,NJ,John Roman,T-G,NYJ,1976,1982
high_schools.cgi?id=93bfc0d1,Holy Spirit,Absecon,NJ,Roscoe Hansen,T-DT,PHI,1951,1951
high_schools.cgi?id=93b8aff9,Washington Twp.,Sewell,NJ,Ryan D'Imperio,FB,MIN,2011,2011
high_schools.cgi?id=93b8aff9,Washington Twp.,Sewell,NJ,Antony Jordan,LB,"IND,ATL",1998,2001
high_schools.cgi?id=93b8aff9,Washington Twp.,Sewell,NJ,Jim Auer,DE,PHI,1987,1987
high_schools.cgi?id=93b8aff9,Washington Twp.,Sewell,NJ,Ray Conlin,DT,PHI,1987,1987
high_schools.cgi?id=93bda7a1,Scotch Plains-Fanwood,Scotch Plains,NJ,Rashan Gary,DL,GNB,2019,2020
high_schools.cgi?id=93bda7a1,Scotch Plains-Fanwood,Scotch Plains,NJ,Nate Jones,DB,"DAL,MIA,DEN,NWE",2004,2011
high_schools.cgi?id=93bda7a1,Scotch Plains-Fanwood,Scotch Plains,NJ,Renaldo Nehemiah,WR,SFO,1982,1984
high_schools.cgi?id=93bda7a1,Scotch Plains-Fanwood,Scotch Plains,NJ,Joe Scarpati,DB,"PHI,NOR",1964,1970
high_schools.cgi?id=93b891dc,Weequahic,Newark,NJ,Taj Smith,WR,IND,2010,2010
high_schools.cgi?id=93b891dc,Weequahic,Newark,NJ,Al Baker,DE,"DET,STL,CLE,MIN",1978,1990
high_schools.cgi?id=93b891dc,Weequahic,Newark,NJ,Hasson Arbubakrr,DE,"TAM,MIN",1983,1984
high_schools.cgi?id=93b891dc,Weequahic,Newark,NJ,Ben Hawkins,WR-SE-FL,"PHI,CLE",1966,1974
high_schools.cgi?id=93b9bcce,Blair Academy,Blairstown,NJ,Dion Lewis,RB,"PHI,NWE,TEN,NYG",2011,2020
high_schools.cgi?id=93b9bcce,Blair Academy,Blairstown,NJ,Frank Perantoni,C,NYY,1948,1949
high_schools.cgi?id=93b9bcce,Blair Academy,Blairstown,NJ,Larry Brahm,G,RAM,1942,1942
high_schools.cgi?id=93b9bcce,Blair Academy,Blairstown,NJ,Johnny Budd,T-G,"FRN,POT",1926,1928
high_schools.cgi?id=93bd5d03,South River,South River,NJ,Kenny Jackson,WR,"PHI,HOU",1984,1991
high_schools.cgi?id=93bd5d03,South River,South River,NJ,Joe Theismann,QB,WAS,1974,1985
high_schools.cgi?id=93bd5d03,South River,South River,NJ,Drew Pearson,WR,DAL,1973,1983
high_schools.cgi?id=93bd5d03,South River,South River,NJ,Alex Wojciechowicz,C-LB-E,"DET,PHI",1938,1950
high_schools.cgi?id=93b9432f,East Side,Newark,NJ,Frank Grant,WR,"WAS,TAM",1973,1978
high_schools.cgi?id=93b9432f,East Side,Newark,NJ,Heinie Benkert,B,"NYG,POT,TOR",1925,1930
high_schools.cgi?id=93b9432f,East Side,Newark,NJ,John Filak,T-G,FRN,1927,1929
high_schools.cgi?id=93b9432f,East Side,Newark,NJ,Ralph White,E,BUF,1927,1927
high_schools.cgi?id=93bc19d5,Rancocas Valley Regional,Mount Holly,NJ,Ben Ijalana,OL,"IND,NYJ",2011,2017
high_schools.cgi?id=93bc19d5,Rancocas Valley Regional,Mount Holly,NJ,Alonzo Spellman,DE-DT,"CHI,DAL,DET",1992,2001
high_schools.cgi?id=93bc19d5,Rancocas Valley Regional,Mount Holly,NJ,Irving Fryar,WR,"NWE,MIA,PHI,WAS",1984,2000
high_schools.cgi?id=93bc19d5,Rancocas Valley Regional,Mount Holly,NJ,Franco Harris,RB,"PIT,SEA",1972,1984
high_schools.cgi?id=93b90be2,Pennington Prep,Pennington,NJ,Dontae Johnson,FS,"SFO,BUF,LAC",2014,2020
high_schools.cgi?id=93b90be2,Pennington Prep,Pennington,NJ,Clem Stralka,G-T,WAS,1938,1946
high_schools.cgi?id=93b90be2,Pennington Prep,Pennington,NJ,Nick Basca,HB,PHI,1941,1941
high_schools.cgi?id=93b90be2,Pennington Prep,Pennington,NJ,Walter French,B,"RCH,POT",1922,1925
high_schools.cgi?id=93ba8a00,Clifton,Clifton,NJ,Dave Szott,G,"KAN,WAS,NYJ",1990,2003
high_schools.cgi?id=93ba8a00,Clifton,Clifton,NJ,Bob Holly,QB,"WAS,ATL",1983,1985
high_schools.cgi?id=93ba8a00,Clifton,Clifton,NJ,Larry Mialik,TE,"ATL,SDG",1972,1976
high_schools.cgi?id=93ba8a00,Clifton,Clifton,NJ,Russ Carroccio,G-T-DT-DG,"NYG,PHI",1954,1955
high_schools.cgi?id=93ba3231,Asbury Park,Asbury Park,NJ,Frank Budd,WR,"PHI,WAS",1962,1963
high_schools.cgi?id=93ba3231,Asbury Park,Asbury Park,NJ,Johnny Tomaini,E-T,"TOR,BKN",1929,1931
high_schools.cgi?id=93ba3231,Asbury Park,Asbury Park,NJ,Ed Gallagher,T,NYY,1928,1928
high_schools.cgi?id=93ba071f,Red Bank Catholic,Red Bank,NJ,Quenton Nelson,OG,IND,2018,2020
high_schools.cgi?id=93ba071f,Red Bank Catholic,Red Bank,NJ,Donald Brown,RB,"IND,SDG",2009,2015
high_schools.cgi?id=93ba071f,Red Bank Catholic,Red Bank,NJ,Harry Flaherty,LB,DAL,1987,1987
high_schools.cgi?id=93be8728,Hillsborough,Hillsborough,NJ,Shaun O'Hara,G-C,"CLE,NYG",2000,2010
high_schools.cgi?id=93be8728,Hillsborough,Hillsborough,NJ,Ricky Proehl,WR,"PHO,ARI,SEA,CHI,STL,CAR,IND",1990,2006
high_schools.cgi?id=93be8728,Hillsborough,Hillsborough,NJ,Shawn Mayer,DB,NWE,2003,2004
high_schools.cgi?id=93bc731a,Lawrenceville School,Lawrenceville,NJ,Billy Granville,LB,CIN,1997,2000
high_schools.cgi?id=93bc731a,Lawrenceville School,Lawrenceville,NJ,Mort Landsberg,HB,"PHI,LAD",1941,1947
high_schools.cgi?id=93bc731a,Lawrenceville School,Lawrenceville,NJ,John Lott,T,"TOR,BKN",1929,1930
high_schools.cgi?id=93b8a530,Henry Snyder,Jersey City,NJ,Walker Lee Ashley,LB,"MIN,KAN",1983,1990
high_schools.cgi?id=93b8a530,Henry Snyder,Jersey City,NJ,Bill Perkins ,HB,NYJ,1963,1963
high_schools.cgi?id=93b8a530,Henry Snyder,Jersey City,NJ,John Weiss,E-DB,NYG,1944,1947
high_schools.cgi?id=93bd6c3d,Matawan Regional,Aberdeen,NJ,Jay Bellamy,DB,"SEA,NOR",1994,2007
high_schools.cgi?id=93bd6c3d,Matawan Regional,Aberdeen,NJ,Charlie Rogers,RB,"SEA,BUF,MIA",1999,2003
high_schools.cgi?id=93bd6c3d,Matawan Regional,Aberdeen,NJ,Jim Jeffcoat,DE,"DAL,BUF",1983,1997
high_schools.cgi?id=93bad640,Cherry Hill East,Cherry Hill,NJ,Glenn Foley,QB,"NYJ,SEA",1994,1999
high_schools.cgi?id=93bad640,Cherry Hill East,Cherry Hill,NJ,Stan Clayton,G-T,"ATL,NWE",1988,1990
high_schools.cgi?id=93bad640,Cherry Hill East,Cherry Hill,NJ,Pete Kugler,NT-DE,SFO,1981,1990
high_schools.cgi?id=93babf50,Nutley,Nutley,NJ,Ben Hawkins,WR-SE-FL,"PHI,CLE",1966,1974
high_schools.cgi?id=93babf50,Nutley,Nutley,NJ,Don Chuy,G,"RAM,PHI",1963,1969
high_schools.cgi?id=93babf50,Nutley,Nutley,NJ,Frank Kirkleski,B,"POT,TOR,BKN",1927,1931
high_schools.cgi?id=93bc3fc2,Saddle Brook,Saddle Brook,NJ,Steve Longa ,OLB,DET,2016,2019
high_schools.cgi?id=93bc3fc2,Saddle Brook,Saddle Brook,NJ,Steve Maneri,T,"KAN,CHI,NWE",2011,2014
high_schools.cgi?id=93bc3fc2,Saddle Brook,Saddle Brook,NJ,Ralph Giacomarro,P,"ATL,DEN",1983,1987
high_schools.cgi?id=93bdf15c,Carteret,Carteret,NJ,Jason Worilds,DE,PIT,2010,2014
high_schools.cgi?id=93bdf15c,Carteret,Carteret,NJ,Art McMahon,DB,"BOS,NWE",1968,1972
high_schools.cgi?id=93bdf15c,Carteret,Carteret,NJ,Stan Kosel,FB-HB,BKN,1938,1939
high_schools.cgi?id=93bcc982,Southern Regional,Manahawkin,NJ,Mike Gesicki,TE,MIA,2018,2020
high_schools.cgi?id=93bcc982,Southern Regional,Manahawkin,NJ,Clark Harris,TE,"HOU,CIN",2008,2020
high_schools.cgi?id=93bcc982,Southern Regional,Manahawkin,NJ,Glenn Carson,LB,ARI,2014,2014
high_schools.cgi?id=93bde283,Bernards,Bernardsville,NJ,Bill Kirchiro,G,BAL,1962,1962
high_schools.cgi?id=93bde283,Bernards,Bernardsville,NJ,Perry Scott,E,DET,1942,1942
high_schools.cgi?id=93bde283,Bernards,Bernardsville,NJ,Bob Nash,T-E,"AKR,BUF,RCH,NYG",1920,1925
high_schools.cgi?id=93bea3f7,Morris Catholic,Danville,NJ,Erik Storz,LB,JAX,1998,2000
high_schools.cgi?id=93bea3f7,Morris Catholic,Danville,NJ,Joe McHale,LB,NWE,1987,1987
high_schools.cgi?id=93bea3f7,Morris Catholic,Danville,NJ,Al Krevis,T,"CIN,NYJ",1975,1976
high_schools.cgi?id=93ba14d6,Malcolm X. Shabazz,Newark,NJ,Stylez G. White,DE,TAM,2007,2010
high_schools.cgi?id=93ba14d6,Malcolm X. Shabazz,Newark,NJ,Keith Willis,DE-NT,"PIT,BUF,WAS",1982,1993
high_schools.cgi?id=93ba14d6,Malcolm X. Shabazz,Newark,NJ,Reggie Brown,RB,"ATL,PHI",1982,1987
high_schools.cgi?id=93bb00c6,Camden Catholic,Camden,NJ,Bill Conaty,C,"BUF,MIN",1997,2004
high_schools.cgi?id=93bb00c6,Camden Catholic,Camden,NJ,Don McComb,DE,BOS,1960,1960
high_schools.cgi?id=93bb00c6,Camden Catholic,Camden,NJ,John McCarthy,QB,CRD,1944,1944
high_schools.cgi?id=93ba0582,Westfield,Westfield,NJ,Stephen Cheek,P,KAN,2004,2004
high_schools.cgi?id=93ba0582,Westfield,Westfield,NJ,Dave Brown,QB,"NYG,ARI",1992,2001
high_schools.cgi?id=93ba0582,Westfield,Westfield,NJ,Butch Woolfolk,RB,"NYG,HOU,DET",1982,1988
high_schools.cgi?id=93b89253,Montville,Montville,NJ,Lester Archambeau,DE,"GNB,ATL,DEN",1990,2000
high_schools.cgi?id=93b89253,Montville,Montville,NJ,Jim Price,TE,"RAM,DAL,STL",1991,1995
high_schools.cgi?id=93b89253,Montville,Montville,NJ,Frank Mattiace,DE-NT,IND,1987,1987
high_schools.cgi?id=93bd9d22,Hillside,Hillside,NJ,Jerron McMillian,SS,GNB,2012,2013
high_schools.cgi?id=93bd9d22,Hillside,Hillside,NJ,Kendall Ogle,LB,CLE,1999,1999
high_schools.cgi?id=93bd9d22,Hillside,Hillside,NJ,David Jones,TE,RAI,1992,1992
high_schools.cgi?id=93bd66ad,Bridgeton,Bridgeton,NJ,George Jamison,LB,"DET,KAN",1987,1998
high_schools.cgi?id=93bd66ad,Bridgeton,Bridgeton,NJ,Brison Manor,DE,"DEN,TAM",1977,1984
high_schools.cgi?id=93bd66ad,Bridgeton,Bridgeton,NJ,Harvey Johnson,T-LB-BB-FB-G,NYY,1946,1951
high_schools.cgi?id=93baad3d,Central,Newark,NJ,Mike Charles,NT-DE-DT,"MIA,SDG,RAI,RAM",1983,1991
high_schools.cgi?id=93baad3d,Central,Newark,NJ,Al DeRogatis,DT-T,NYG,1949,1952
high_schools.cgi?id=93baad3d,Central,Newark,NJ,Ernie Woerner,T,TOR,1930,1930
high_schools.cgi?id=93be4207,Columbia,South Orange,NJ,Jim Robinson,WR,"NYG,SFO",1976,1980
high_schools.cgi?id=93be4207,Columbia,South Orange,NJ,Ralph Sazio,T,BDA,1948,1948
high_schools.cgi?id=93be4207,Columbia,South Orange,NJ,Johnny Long ,QB-HB,CHI,1944,1945
high_schools.cgi?id=93ba9a5d,New Brunswick,New Brunswick,NJ,Jonathan Casillas,LB,"NOR,TAM,NWE,NYG",2009,2017
high_schools.cgi?id=93ba9a5d,New Brunswick,New Brunswick,NJ,Dwayne Jarrett,WR,CAR,2007,2010
high_schools.cgi?id=93ba9a5d,New Brunswick,New Brunswick,NJ,Don Highsmith,RB,"OAK,GNB",1970,1973
high_schools.cgi?id=93bc136f,Moorestown,Moorestown,NJ,Albert Young,RB,MIN,2009,2010
high_schools.cgi?id=93bc136f,Moorestown,Moorestown,NJ,Dave Robinson,LB,"GNB,WAS",1963,1974
high_schools.cgi?id=93bc136f,Moorestown,Moorestown,NJ,Walter French,B,"RCH,POT",1922,1925
high_schools.cgi?id=93b8f331,Somerville,Somerville,NJ,Jon Williams,RB,NWE,1984,1984
high_schools.cgi?id=93b8f331,Somerville,Somerville,NJ,George Barna,E,FRN,1929,1929
high_schools.cgi?id=93b8f331,Somerville,Somerville,NJ,Paul Robeson,E-T,"AKR,MIL",1921,1922
high_schools.cgi?id=93bb3c30,Collingswood,Collingswood,NJ,Dave Crossan,C,WAS,1965,1969
high_schools.cgi?id=93bb3c30,Collingswood,Collingswood,NJ,Tom Palmer,DT,PIT,1953,1954
high_schools.cgi?id=93bb3c30,Collingswood,Collingswood,NJ,Ted Laux ,HB-DB,PHI,1943,1944
high_schools.cgi?id=93bb1f14,Ramapo,Franklin Lakes,NJ,Chris Hogan ,WR,"BUF,NWE,CAR,NYJ",2012,2020
high_schools.cgi?id=93bb1f14,Ramapo,Franklin Lakes,NJ,Blake Costanzo,LB,"BUF,CLE,SFO,CHI",2007,2013
high_schools.cgi?id=93bb1f14,Ramapo,Franklin Lakes,NJ,Chris Simms,QB,"TAM,TEN,DEN",2004,2009
high_schools.cgi?id=93be6087,Summit,Summit,NJ,Michael Badgley,K,LAC,2018,2020
high_schools.cgi?id=93be6087,Summit,Summit,NJ,Ryan O'Malley ,TE,"OAK,NYG",2016,2017
high_schools.cgi?id=93be6087,Summit,Summit,NJ,John Mallory,DB,"PHI,ATL",1968,1971
high_schools.cgi?id=93bada0b,Cinnaminson,Cinnaminson,NJ,Matt Gono,T,ATL,2019,2020
high_schools.cgi?id=93bada0b,Cinnaminson,Cinnaminson,NJ,Andre Collins,LB,"WAS,CIN,CHI,DET",1990,1999
high_schools.cgi?id=93bada0b,Cinnaminson,Cinnaminson,NJ,Topper Clemons,RB,PHI,1987,1987
high_schools.cgi?id=93bba211,Abraham Clark,Roselle,NJ,Jesse Holley,WR,DAL,2010,2011
high_schools.cgi?id=93bba211,Abraham Clark,Roselle,NJ,Rosey Grier,DT-DE,"NYG,RAM",1955,1966
high_schools.cgi?id=93bba211,Abraham Clark,Roselle,NJ,Leo Disend,T,"BKN,GNB",1938,1940
high_schools.cgi?id=93bb7c54,Overbrook,Pine Brook,NJ,Ron Dayne,RB,"NYG,DEN,HOU",2000,2007
high_schools.cgi?id=93bb7c54,Overbrook,Pine Brook,NJ,Damien Covington,LB,BUF,1995,1997
high_schools.cgi?id=93bb7c54,Overbrook,Pine Brook,NJ,Tony Mumford,RB,STL,1985,1985
high_schools.cgi?id=93be483e,Ferris,Jersey City,NJ,Fearon Wright ,LB,MIN,2001,2001
high_schools.cgi?id=93be483e,Ferris,Jersey City,NJ,Warren Loving,RB,BUF,1987,1987
high_schools.cgi?id=93be483e,Ferris,Jersey City,NJ,Aaron Manning,DB,CIN,1987,1987
high_schools.cgi?id=93bb425e,Paterson Catholic,Paterson,NJ,T.J. Clemmings,OT,"MIN,WAS,OAK",2015,2018
high_schools.cgi?id=93bb425e,Paterson Catholic,Paterson,NJ,Victor Cruz,WR,NYG,2010,2016
high_schools.cgi?id=93c02ca3,Freehold Township,Freehold,NJ,Ryan Spadola,WR,"MIA,NYJ,ATL,ARI",2013,2014
high_schools.cgi?id=93c02ca3,Freehold Township,Freehold,NJ,Dan Lewis,HB-FB,"DET,WAS,NYG",1958,1966
high_schools.cgi?id=93c02ca3,Freehold Township,Freehold,NJ,Alex Schibanoff,T,DET,1941,1942
high_schools.cgi?id=93bce399,Passaic Co. Tech,Wayne,NJ,Mike Adams,DB,"SFO,CLE,DEN,IND,CAR,HOU",2004,2019
high_schools.cgi?id=93bce399,Passaic Co. Tech,Wayne,NJ,Gerald Hayes,LB,ARI,2003,2010
high_schools.cgi?id=93bce399,Passaic Co. Tech,Wayne,NJ,Marcel Shipp,RB,ARI,2001,2007
high_schools.cgi?id=93becbee,Long Branch,Long Branch,NJ,Sam Mills,LB,"NOR,CAR",1986,1997
high_schools.cgi?id=93becbee,Long Branch,Long Branch,NJ,Army Tomaini,T,NYG,1945,1945
high_schools.cgi?id=93becbee,Long Branch,Long Branch,NJ,Johnny Tomaini,E-T,"TOR,BKN",1929,1931
high_schools.cgi?id=93c00c16,Watchung Hills Regional,Warren,NJ,Keith Sims,G,"MIA,WAS",1990,2000
high_schools.cgi?id=93c00c16,Watchung Hills Regional,Warren,NJ,Billy Ard,G,"NYG,GNB",1981,1991
high_schools.cgi?id=93c00c16,Watchung Hills Regional,Warren,NJ,Tom Glassic,G,DEN,1976,1983
high_schools.cgi?id=93bdddde,Lincoln,Jersey City,NJ,Brandon McGowan,DB,"CHI,NWE",2005,2009
high_schools.cgi?id=93bdddde,Lincoln,Jersey City,NJ,Bernie Parmalee ,RB,"MIA,NYJ",1992,2000
high_schools.cgi?id=93bdddde,Lincoln,Jersey City,NJ,Jerome King,DB,"ATL,NYG",1979,1980
high_schools.cgi?id=93bc97fb,Franklin,Somerset,NJ,Joe Porter,DB,"GNB,OAK",2008,2011
high_schools.cgi?id=93bc97fb,Franklin,Somerset,NJ,John Hill,C-T,"NYG,NOR,SFO",1972,1985
high_schools.cgi?id=93bc97fb,Franklin,Somerset,NJ,Bob Gunderman,E,PIT,1957,1957
high_schools.cgi?id=93be9af6,The Hun School,Princeton,NJ,Nick Williams,WR,"WAS,ATL,TEN,LAR",2013,2018
high_schools.cgi?id=93be9af6,The Hun School,Princeton,NJ,Bob McDonough,G,PHI,1946,1946
high_schools.cgi?id=93bdb775,DePaul,Wayne,NJ,Vyto Kab,TE,"PHI,NYG,DET",1982,1987
high_schools.cgi?id=93bdb775,DePaul,Wayne,NJ,Tommy Vigorito,RB-WR,MIA,1981,1985
high_schools.cgi?id=93bbc4f2,Northern Burlington County Regional,Columbus,NJ,Michael Haynes,DE,CHI,2003,2005
high_schools.cgi?id=93bbc4f2,Northern Burlington County Regional,Columbus,NJ,Willie Drewrey,WR,"HOU,TAM",1985,1993
high_schools.cgi?id=93bbb24a,North Bergen,North Bergen,NJ,Evan Rodriguez,TE,"CHI,BUF,TAM",2012,2014
high_schools.cgi?id=93bbb24a,North Bergen,North Bergen,NJ,Mark D'Onofrio,LB,GNB,1992,1992
high_schools.cgi?id=93c0bfb9,Kearny,Kearny,NJ,Alex Webster,HB-FB,NYG,1955,1964
high_schools.cgi?id=93c0bfb9,Kearny,Kearny,NJ,Ray Yagiello,G-LB,RAM,1948,1949
high_schools.cgi?id=93b95d1e,Trenton Central,Trenton,NJ,Elvin Bethea,DE,HOU,1968,1983
high_schools.cgi?id=93b95d1e,Trenton Central,Trenton,NJ,Mel Groomes,HB,DET,1948,1949
high_schools.cgi?id=93bab32d,Palmyra,Palmyra,NJ,Deron Cherry,DB,KAN,1981,1991
high_schools.cgi?id=93bab32d,Palmyra,Palmyra,NJ,Derek Holloway,WR,"WAS,TAM",1986,1987
high_schools.cgi?id=93bb73a6,Deptford Twp.,Deptford,NJ,Dave Rowe,DT-NT,"NOR,NWE,SDG,OAK,BAL",1967,1978
high_schools.cgi?id=93bb73a6,Deptford Twp.,Deptford,NJ,Ron Davis ,G,STL,1973,1973
high_schools.cgi?id=93bf05cf,Wayne Hills,Wayne,NJ,Greg Olsen,TE,"CHI,CAR,SEA",2007,2020
high_schools.cgi?id=93bf05cf,Wayne Hills,Wayne,NJ,Ryan Neill,DE,"BUF,STL,SDG",2007,2010
high_schools.cgi?id=93bb5915,Highland Regional,Blackwood,NJ,Mike Daniels,DT,"GNB,DET,CIN",2012,2020
high_schools.cgi?id=93bb5915,Highland Regional,Blackwood,NJ,Matt Daniels ,DB,"STL,JAX,SDG",2012,2015
high_schools.cgi?id=93c07479,Manasquan,Manasquan,NJ,Neal Sterling,WR,"JAX,NYJ",2015,2018
high_schools.cgi?id=93c07479,Manasquan,Manasquan,NJ,Hal Thompson,E-DE,BDA,1947,1948
high_schools.cgi?id=93bb4887,Glen Ridge,Glen Ridge,NJ,Gary Cuozzo,QB,"BAL,NOR,MIN,STL",1963,1972
high_schools.cgi?id=93bb4887,Glen Ridge,Glen Ridge,NJ,Bill Murphy,WR,BOS,1968,1968
high_schools.cgi?id=93c04daa,Burlington Township,Burlington,NJ,Ka'dar Hollman,CB,GNB,2019,2020
high_schools.cgi?id=93c04daa,Burlington Township,Burlington,NJ,Rod Streater,WR,"OAK,SFO,CLE",2012,2018
high_schools.cgi?id=93bc15f3,West Milford,West Milford,NJ,Lennie Friedman,G,"DEN,WAS,CHI,CLE",2000,2007
high_schools.cgi?id=93bc15f3,West Milford,West Milford,NJ,Kevin Walker,LB,CIN,1988,1992
high_schools.cgi?id=93bed480,Madison,Madison,NJ,Neil O'Donnell,QB,"PIT,NYJ,CIN,TEN",1991,2003
high_schools.cgi?id=93bed480,Madison,Madison,NJ,Ted Mitchell ,C,TOR,1929,1930
high_schools.cgi?id=93bbf889,West Windsor-Plainsboro,Princeton Junction,NJ,Mark Flythe,DE,NYG,1993,1993
high_schools.cgi?id=93bbf889,West Windsor-Plainsboro,Princeton Junction,NJ,John Tagliaferri,RB,MIA,1987,1987
high_schools.cgi?id=93bb2e1f,St. Augustine Prep,Richland,NJ,Jack Crawford ,DE,"OAK,DAL,ATL,TEN",2012,2020
high_schools.cgi?id=93bb2e1f,St. Augustine Prep,Richland,NJ,Austin Johnson,DT,"TEN,NYG",2016,2020
high_schools.cgi?id=93bfe7c3,Lakeland Regional,Wanaque,NJ,Fred Strickland,LB,"RAM,MIN,GNB,DAL,WAS",1988,1999
high_schools.cgi?id=93bfe7c3,Lakeland Regional,Wanaque,NJ,Eric Schubert,K,"NYG,STL,NWE",1985,1987
high_schools.cgi?id=93ba3fea,Holmdel,Holmdel,NJ,John Burke,TE-WR,"NWE,NYJ,SDG",1994,1998
high_schools.cgi?id=93ba3fea,Holmdel,Holmdel,NJ,John Cannon,DE-NT,TAM,1982,1990
high_schools.cgi?id=93be9994,Eastside,Paterson,NJ,Ricardo McDonald,LB,"CIN,CHI",1992,1999
high_schools.cgi?id=93be9994,Eastside,Paterson,NJ,Kenny Parker,DB,NYG,1970,1970
high_schools.cgi?id=93bbc0e1,John F. Kennedy,Paterson,NJ,Eric Downing,DT,"KAN,SDG",2001,2004
high_schools.cgi?id=93bbc0e1,John F. Kennedy,Paterson,NJ,Devon McDonald,LB,"IND,ARI",1993,1996
high_schools.cgi?id=93be64ce,Hasbrouck Heights,Hasbrouck Heights,NJ,Scott Slutzker,TE,"IND,NOR",1996,1999
high_schools.cgi?id=93be64ce,Hasbrouck Heights,Hasbrouck Heights,NJ,Joe Maniaci,B,"BKN,CHI",1936,1941
high_schools.cgi?id=93bf5fde,Vineland,Vineland,NJ,Jamil Demby,OT,LAR,2019,2019
high_schools.cgi?id=93bf5fde,Vineland,Vineland,NJ,Lou Piccone,WR,"NYJ,BUF",1974,1982
high_schools.cgi?id=2a0de500,Pope John XXIII,Sparta,NJ,Noah Brown,WR,DAL,2017,2020
high_schools.cgi?id=2a0de500,Pope John XXIII,Sparta,NJ,Ryan Izzo,TE,NWE,2019,2020
high_schools.cgi?id=93b96902,Oakcrest,Mays Landing,NJ,Cory Bird,DB,IND,2001,2004
high_schools.cgi?id=93b96902,Oakcrest,Mays Landing,NJ,Mike Curcio,LB,"PHI,GNB",1981,1983
high_schools.cgi?id=93bf3da0,Newark Tech,Newark,NJ,Kemoko Turay,OLB,IND,2018,2020
high_schools.cgi?id=93bf3da0,Newark Tech,Newark,NJ,J'Vonne Parker,DT,"CLE,DAL,CAR",2005,2008
high_schools.cgi?id=93bb8628,St. Mary's,Rutherford,NJ,Stan Walters,T,"CIN,PHI",1972,1983
high_schools.cgi?id=93bb8628,St. Mary's,Rutherford,NJ,Bob DeMarco,C-G,"STL,MIA,CLE,RAM",1961,1975
high_schools.cgi?id=93bf0fff,Ocean Twp.,Oakhurst,NJ,John Nies,P,BUF,1990,1990
high_schools.cgi?id=93bf0fff,Ocean Twp.,Oakhurst,NJ,Phil Villapiano,LB,"OAK,BUF",1971,1983
high_schools.cgi?id=93bf013d,Lawrence,Lawrenceville,NJ,Brett Brackett,TE,"JAX,TEN,SEA",2012,2014
high_schools.cgi?id=93bf013d,Lawrence,Lawrenceville,NJ,John Nalbone,TE,MIA,2010,2010
high_schools.cgi?id=93b916bd,Sparta,Sparta,NJ,Greg Baty,TE,"NWE,RAM,PHO,MIA",1986,1994
high_schools.cgi?id=93b916bd,Sparta,Sparta,NJ,Ed Fulton,G,"RAM,BUF",1978,1979
high_schools.cgi?id=93ba770e,William L. Dickerson,Jersey City,NJ,Vince Dennery,E,NYG,1941,1941
high_schools.cgi?id=93ba770e,William L. Dickerson,Jersey City,NJ,John Cannella,G-C-LB-T,NYG,1933,1934
high_schools.cgi?id=93bece76,Newark Academy,Newark,NJ,Bob Perina,DB-TB-HB,"NYY,BDA,CHR,CHI,BCL",1946,1950
high_schools.cgi?id=93bece76,Newark Academy,Newark,NJ,Skippy Minisi,HB,NYG,1948,1948
